chr1	start1	end1	chr2	start2	end2	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	Bin1_Label	Bin2_Label	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_SigRepl	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	id
chr10	126900000	126910000	chr10	127040000	127050000	531	495.5	478	450	LD	LD	45	0.026115117	40	0.020498325	71	0.000362245	71	0.000279906	-0.823239962	0.19136013	0.020718041	0.440563561	0.159348418	0	2	P	Atp23	CTCF_pos	NA	P	Eef1akmt3,Mettl1,Cyp27b1	CTCF_pos	NA	chr10-126900000-126910000-chr10-127040000-127050000
chr10	126920000	126930000	chr10	126970000	126980000	271	1271.5	145.5	1268	LD	ND	99	1	91	1	208	0	210	0	-1.221535925	1.587061495	1.11494e-06	0.000161592	7.05156e-05	0	2	E		NA	Active_CTCF_pos	P	Ctdsp2	CTCF_pos	NA	chr10-126920000-126930000-chr10-126970000-126980000
chr10	126920000	126930000	chr10	126980000	126990000	271	874.5	145.5	620	LD	LD	60	1	58	1	355	0	279	0	-2.522974399	1.914228157	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr10-126920000-126930000-chr10-126980000-126990000
chr10	126920000	126930000	chr10	127040000	127050000	271	495.5	145.5	450	LD	LD	28	1	36	1	75	9.0024e-05	80	1.09658e-08	-1.361283731	0.143090984	0.000200371	0.013551452	0.005913675	0	2	E		NA	Active_CTCF_pos	P	Eef1akmt3,Mettl1,Cyp27b1	CTCF_pos	NA	chr10-126920000-126930000-chr10-127040000-127050000
chr10	126920000	126930000	chr10	127060000	127070000	271	1204.5	145.5	1212.5	LD	LD	63	1	52	1	128	2.84072e-06	127	2.89731e-08	-1.230886026	0.883497958	2.93143e-05	0.002721614	0.001184413	0	2	E		NA	Active_CTCF_pos	P	March9,Cdk4,Tspan31	CTCF_pos	NA	chr10-126920000-126930000-chr10-127060000-127070000
chr10	127060000	127070000	chr10	128520000	128530000	1204.5	1476	1212.5	1660	LD	ND	16	0.557903701	13	0.271925317	20	0.000477921	24	2.50595e-06	-0.671056131	-1.353599828	0.258985539	0.78174212	0.771708931	0	2	P	March9,Cdk4,Tspan31	CTCF_pos	NA	P	Esyt1,Gm29585	CTCF_pos	NA	chr10-127060000-127070000-chr10-128520000-128530000
chr10	127060000	127070000	chr10	128620000	128630000	1204.5	1084	1212.5	1248	LD	LD	13	0.438947923	6	1	17	0.001664435	16	0.00267798	-0.864748394	-1.776456178	0.212316382	0.78174212	0.694768508	0	2	P	March9,Cdk4,Tspan31	CTCF_pos	NA	P	Rps26	CTCF_pos	NA	chr10-127060000-127070000-chr10-128620000-128630000
chr10	127070000	127080000	chr10	128490000	128500000	696	1715.5	722	1847	LD	LD	6	1	4	1	18	0.00029657	22	1.54278e-06	-2.044310336	-1.826460384	0.005786782	0.186501091	0.073948026	0	2	P	Tspan31,A730063M14Rik,Agap2	CTCF_pos	NA	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127070000-127080000-chr10-128490000-128500000
chr10	127180000	127190000	chr10	127280000	127290000	139.5	1442	103	1498	LD	LD	112	1	111	1	119	2.4663e-06	130	3.7529e-06	-0.241250399	1.210989698	0.368405473	0.78174212	0.870012952	0	2	P	Slc26a10,Arhgef25	CTCF_pos	NA	P	Mbd6,Gm20492	CTCF_pos	NA	chr10-127180000-127190000-chr10-127280000-127290000
chr10	127180000	127190000	chr10	127310000	127320000	139.5	1138	103	1243	LD	LD	135	1	114	1	153	0	147	1e-17	-0.354264868	1.432570194	0.16575333	0.78174212	0.602392845	0	2	P	Slc26a10,Arhgef25	CTCF_pos	NA	P	Mars,Gm6283	CTCF_pos	NA	chr10-127180000-127190000-chr10-127310000-127320000
chr10	127280000	127290000	chr10	128030000	128040000	1442	1587	1498	1664.5	LD	LD	33	0.076435059	25	0.167928243	44	1.16183e-08	43	8.61678e-06	-0.665340194	-0.4285265	0.120679572	0.78174212	0.516616758	0	2	P	Mbd6,Gm20492	CTCF_pos	NA	P	Naca	CTCF_pos	NA	chr10-127280000-127290000-chr10-128030000-128040000
chr10	127280000	127290000	chr10	128270000	128280000	1442	489	1498	605	LD	LD	20	0.099282772	15	0.221856667	21	0.001878605	22	0.001860095	-0.373637303	-1.266000383	0.514778279	0.78174212	0.9158494	0	2	P	Mbd6,Gm20492	CTCF_pos	NA	P	Stat2	CTCF_pos	NA	chr10-127280000-127290000-chr10-128270000-128280000
chr10	127280000	127290000	chr10	128360000	128370000	1442	721.5	1498	755.5	LD	LD	11	1	7	1	20	0.000131324	19	0.002406917	-1.185890177	-1.659631335	0.077675082	0.78174212	0.402653312	0	2	P	Mbd6,Gm20492	CTCF_pos	NA	P	Coq10a	CTCF_pos	NA	chr10-127280000-127290000-chr10-128360000-128370000
chr10	127280000	127290000	chr10	128500000	128510000	1442	588	1498	651	LD	LD	16	0.103406747	7	1	17	0.001513521	18	0.001491755	-0.670074853	-1.642651337	0.309388388	0.78174212	0.837268919	0	2	P	Mbd6,Gm20492	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr10-127280000-127290000-chr10-128500000-128510000
chr10	127280000	127290000	chr10	128530000	128540000	1442	470.5	1498	506.5	LD	LD	18	0.021362781	9	1	20	1.09342e-05	18	0.000679132	-0.568108759	-1.494478082	0.363546219	0.78174212	0.870012952	0	2	P	Mbd6,Gm20492	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr10-127280000-127290000-chr10-128530000-128540000
chr10	127290000	127300000	chr10	128490000	128500000	1177	1715.5	1309	1847	LD	LD	17	0.03606784	13	0.096623662	23	3.24409e-06	25	7.89424e-07	-0.751024202	-1.263253884	0.192533687	0.78174212	0.65694716	0	2	P	Gm4189,Ddit3,Mars	CTCF_pos	NA	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127290000-127300000-chr10-128490000-128500000
chr10	127310000	127320000	chr10	128080000	128090000	1138	1081.5	1243	1270	LD	LD	24	0.676202029	22	0.204397187	27	0.002484167	31	0.00076724	-0.410842107	-0.887979602	0.412669396	0.78174212	0.89084861	0	2	P	Mars,Gm6283	CTCF_pos	NA	P	Gm47438,Atp5b,Snord59a,Mir677	CTCF_pos	NA	chr10-127310000-127320000-chr10-128080000-128090000
chr10	127310000	127320000	chr10	128340000	128350000	1138	349	1243	361	LD	LD	11	1	14	0.125316487	20	0.000216095	20	0.000386155	-0.762808946	-1.501315233	0.224950962	0.78174212	0.71818083	0	2	P	Mars,Gm6283	CTCF_pos	NA	P	Gm23182	CTCF_pos	NA	chr10-127310000-127320000-chr10-128340000-128350000
chr10	127310000	127320000	chr10	128490000	128500000	1138	1715.5	1243	1847	LD	LD	21	0.045967086	9	1	26	1.541e-05	27	1.80201e-05	-0.886137637	-1.175441869	0.11376099	0.78174212	0.495692098	0	2	P	Mars,Gm6283	CTCF_pos	NA	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127310000-127320000-chr10-128490000-128500000
chr10	127310000	127320000	chr10	128520000	128530000	1138	1476	1243	1660	LD	ND	22	0.043813088	17	0.059664627	26	1.1189e-06	23	0.000264931	-0.414517472	-1.102662321	0.443776711	0.78174212	0.899589075	0	2	P	Mars,Gm6283	CTCF_pos	NA	P	Esyt1,Gm29585	CTCF_pos	NA	chr10-127310000-127320000-chr10-128520000-128530000
chr10	127330000	127340000	chr10	128050000	128060000	169.5	1467	121	1632.5	LD	ND	36	1	13	1	25	0.000216399	29	5.80923e-05	-0.200772485	-0.895801679	0.689348203	0.861243874	0.998038581	0	2	P	Gli1,Gm47200	CTCF_pos	NA	P	Ptges3	CTCF_pos	NA	chr10-127330000-127340000-chr10-128050000-128060000
chr10	127510000	127520000	chr10	127530000	127540000	338	289	367	311.5	LD	LD	131	1	129	1	276	0	259	0	-1.130817007	1.970755728	9.00478e-07	0.000133795	5.83971e-05	0	2	P	Ndufa4l2,Shmt2	CTCF_pos	NA	P	Nxph4,Lrp1	CTCF_pos	NA	chr10-127510000-127520000-chr10-127530000-127540000
chr10	127510000	127520000	chr10	127560000	127570000	338	1280.5	367	805	LD	LD	67	1	51	1	350	0	362	0	-2.6708189	2.044632558	0	0	0	0	2	P	Ndufa4l2,Shmt2	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr10-127510000-127520000-chr10-127560000-127570000
chr10	127510000	127520000	chr10	128030000	128040000	338	1587	367	1664.5	LD	LD	32	0.035127973	17	1	44	3.43036e-09	49	5.45945e-09	-0.990906874	-0.455213242	0.022982639	0.463569998	0.175198777	0	2	P	Ndufa4l2,Shmt2	CTCF_pos	NA	P	Naca	CTCF_pos	NA	chr10-127510000-127520000-chr10-128030000-128040000
chr10	127510000	127520000	chr10	128490000	128500000	338	1715.5	367	1847	LD	LD	9	1	10	1	21	7.11187e-05	21	0.000206797	-1.221771873	-1.577156735	0.061756739	0.78174212	0.365423939	0	2	P	Ndufa4l2,Shmt2	CTCF_pos	NA	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127510000-127520000-chr10-128490000-128500000
chr10	127530000	127540000	chr10	127560000	127570000	289	1280.5	311.5	805	LD	LD	39	1	0	1	394	2.4642e-06	354	2.24765e-06	-4.314523351	1.984661364	0	0	0	0	2	P	Nxph4,Lrp1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr10-127530000-127540000-chr10-127560000-127570000
chr10	127530000	127540000	chr10	128090000	128100000	289	2444.5	311.5	2570.5	LD	ND	28	1	32	1	35	0.002068534	38	0.001833048	-0.366920196	-0.556525746	0.411095907	0.78174212	0.89084861	0	2	P	Nxph4,Lrp1	CTCF_pos	NA	P	Baz2a	CTCF_pos	NA	chr10-127530000-127540000-chr10-128090000-128100000
chr10	127530000	127540000	chr10	128490000	128500000	289	1715.5	311.5	1847	LD	LD	6	1	5	1	19	0.002712463	22	7.26185e-05	-1.950833924	-1.776920574	0.007048918	0.211649071	0.083593227	0	2	P	Nxph4,Lrp1	CTCF_pos	NA	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127530000-127540000-chr10-128490000-128500000
chr10	127560000	127570000	chr10	127620000	127630000	1280.5	262	805	163.5	LD	LD	32	1	23	1	200	1.51086e-11	174	9.94516e-09	-2.848953105	1.113685857	0	0	0	0	2	E		NA	Active_CTCF_pos	P	Lrp1	CTCF_pos	NA	chr10-127560000-127570000-chr10-127620000-127630000
chr10	127560000	127570000	chr10	127660000	127670000	1280.5	1078	805	953.5	LD	LD	33	1	29	1	266	1.98925e-07	269	6.51515e-08	-3.188642276	1.577919314	0	0	0	0	2	E		NA	Active_CTCF_pos	P	Nab2,Gm16229,Nemp1	CTCF_pos	NA	chr10-127560000-127570000-chr10-127660000-127670000
chr10	127560000	127570000	chr10	127670000	127680000	1280.5	774.5	805	758	LD	LD	35	1	37	1	218	1.74802e-08	213	2.17071e-06	-2.667181819	1.331985088	0	0	0	0	2	E		NA	Active_CTCF_pos	P	Nemp1,Gm16230	CTCF_pos	NA	chr10-127560000-127570000-chr10-127670000-127680000
chr10	127560000	127570000	chr10	128010000	128020000	1280.5	519	805	596	LD	LD	16	0.100683161	20	1	45	3.37141e-07	37	0.002492333	-1.282219782	-0.699708866	0.007407024	0.220501643	0.087066743	0	2	E		NA	Active_CTCF_pos	P	Gm10120,Prim1	CTCF_pos	NA	chr10-127560000-127570000-chr10-128010000-128020000
chr10	127560000	127570000	chr10	128030000	128040000	1280.5	1587	805	1664.5	LD	LD	30	0.036769398	30	1	115	0	97	2.63874e-11	-1.912749083	0.462686164	1.96379e-08	4.43231e-06	1.93441e-06	0	2	E		NA	Active_CTCF_pos	P	Naca	CTCF_pos	NA	chr10-127560000-127570000-chr10-128030000-128040000
chr10	127560000	127570000	chr10	128050000	128060000	1280.5	1467	805	1632.5	LD	ND	33	0.015372844	17	1	79	4.27812e-09	99	3.26064e-12	-1.890532768	0.20261771	2.64392e-07	4.55199e-05	1.98269e-05	0	2	E		NA	Active_CTCF_pos	P	Ptges3	CTCF_pos	NA	chr10-127560000-127570000-chr10-128050000-128060000
chr10	127560000	127570000	chr10	128090000	128100000	1280.5	2444.5	805	2570.5	LD	ND	32	0.258940392	14	1	99	3.27e-15	90	8.52619e-08	-2.11097505	0.259965722	7.24982e-09	1.79079e-06	7.82323e-07	0	2	E		NA	Active_CTCF_pos	P	Baz2a	CTCF_pos	NA	chr10-127560000-127570000-chr10-128090000-128100000
chr10	127560000	127570000	chr10	128170000	128180000	1280.5	765.5	805	644	LD	LD	11	0.933101657	9	1	35	0.00116371	38	0.00093307	-1.934220303	-1.020679272	0.000449877	0.02617677	0.011397734	0	2	E		NA	Active_CTCF_pos	P	Rbms2	CTCF_pos	NA	chr10-127560000-127570000-chr10-128170000-128180000
chr10	127560000	127570000	chr10	128300000	128310000	1280.5	1818.5	805	1777.5	LD	LD	15	1	15	1	53	4.91316e-09	47	3.09698e-06	-1.821369816	-0.563425317	9.38181e-05	0.007246611	0.003153706	0	2	E		NA	Active_CTCF_pos	P	Pan2	CTCF_pos	NA	chr10-127560000-127570000-chr10-128300000-128310000
chr10	127560000	127570000	chr10	128490000	128500000	1280.5	1715.5	805	1847	LD	LD	11	1	6	1	44	1.90625e-10	29	0.002285466	-2.184176378	-1.043298657	0.000106133	0.008066962	0.00351299	0	2	E		NA	Active_CTCF_pos	P	Myl6,Myl6b,A430046D13Rik	CTCF_pos	NA	chr10-127560000-127570000-chr10-128490000-128500000
chr10	127620000	127630000	chr10	128030000	128040000	262	1587	163.5	1664.5	LD	LD	26	0.034139278	14	1	36	4.28425e-05	38	8.98119e-05	-0.956319523	-0.752613434	0.047823104	0.684597169	0.307357657	0	2	P	Lrp1	CTCF_pos	NA	P	Naca	CTCF_pos	NA	chr10-127620000-127630000-chr10-128030000-128040000
chr10	127660000	127670000	chr10	128010000	128020000	1078	519	953.5	596	LD	LD	21	0.160243808	19	0.629732241	38	0.000115735	41	0.000175358	-1.058427985	-0.697533995	0.025907231	0.496014863	0.187132965	0	2	P	Nab2,Gm16229,Nemp1	CTCF_pos	NA	P	Gm10120,Prim1	CTCF_pos	NA	chr10-127660000-127670000-chr10-128010000-128020000
chr10	127660000	127670000	chr10	128080000	128090000	1078	1081.5	953.5	1270	LD	LD	27	0.452244695	20	1	46	0.000380947	47	0.00721464	-1.060884167	-0.473300984	0.015748594	0.366488341	0.140620879	0	2	P	Nab2,Gm16229,Nemp1	CTCF_pos	NA	P	Gm47438,Atp5b,Snord59a,Mir677	CTCF_pos	NA	chr10-127660000-127670000-chr10-128080000-128090000
chr10	127670000	127680000	chr10	128010000	128020000	774.5	519	758	596	LD	LD	27	0.027604529	24	0.168350046	30	0.008318223	50	1.84586e-09	-0.706582502	-0.58325141	0.118471178	0.78174212	0.51071298	0	2	P	Nemp1,Gm16230	CTCF_pos	NA	P	Gm10120,Prim1	CTCF_pos	NA	chr10-127670000-127680000-chr10-128010000-128020000
chr10	127670000	127680000	chr10	128050000	128060000	774.5	1467	758	1632.5	LD	ND	51	0.041208652	43	0.051342214	62	5.14501e-06	77	1.84876e-06	-0.635583824	0.219258409	0.070809782	0.78174212	0.377360119	0	2	P	Nemp1,Gm16230	CTCF_pos	NA	P	Ptges3	CTCF_pos	NA	chr10-127670000-127680000-chr10-128050000-128060000
chr10	127740000	127750000	chr10	128030000	128040000	200.5	1587	185.5	1664.5	LD	LD	41	0.07768128	36	0.745673868	57	1.63324e-05	64	6.52894e-05	-0.728798994	-0.003495721	0.052599199	0.69128647	0.33314082	0	2	E		NA	Active_CTCF_pos	P	Naca	CTCF_pos	NA	chr10-127740000-127750000-chr10-128030000-128040000
chr10	128080000	128090000	chr10	128180000	128190000	1081.5	241.5	1270	151	LD	LD	138	1	116	1	140	7.34587e-09	143	9.07798e-07	-0.2381654	1.397812585	0.354761055	0.78174212	0.869142824	0	2	P	Gm47438,Atp5b,Snord59a,Mir677	CTCF_pos	NA	P	Rbms2	CTCF_pos	NA	chr10-128080000-128090000-chr10-128180000-128190000
chr10	128090000	128100000	chr10	128180000	128190000	2444.5	241.5	2570.5	151	ND	LD	448	1	378	1	360	0	490	0	-0.108227539	3.015800645	0.55225097	0.78174212	0.934488282	0	2	P	Baz2a	CTCF_pos	NA	P	Rbms2	CTCF_pos	NA	chr10-128090000-128100000-chr10-128180000-128190000
chr10	128090000	128100000	chr10	128450000	128460000	2444.5	1125	2570.5	1132.5	ND	ND	87	0.023912416	60	1	65	0.000992912	83	0.001486154	-0.076574899	0.544716868	0.810142578	0.927814625	1	0	2	P	Baz2a	CTCF_pos	NA	P	Mir8105,Smarcc2	CTCF_pos	NA	chr10-128090000-128100000-chr10-128450000-128460000
chr10	128140000	128150000	chr10	128180000	128190000	238.5	241.5	247	151	LD	LD	0	1	79	1	166	1.91484e-06	165	0.000470849	-2.189747178	1.029081202	9.559e-14	5.55026e-11	2.41587e-11	0	2	P	Rbms2	CTCF_pos	NA	P	Rbms2	CTCF_pos	NA	chr10-128140000-128150000-chr10-128180000-128190000
chr10	128230000	128240000	chr10	128270000	128280000	1605	489	1899	605	LD	LD	523	0.761820266	378	1	691	2.46605e-10	665	4.44487e-07	-0.672040892	3.462607888	5.68297e-05	0.00471977	0.002053966	0	2	P	Gm26847,Timeless	CTCF_pos	NA	P	Stat2	CTCF_pos	NA	chr10-128230000-128240000-chr10-128270000-128280000
chr10	128230000	128240000	chr10	128280000	128290000	1605	241	1899	244	LD	LD	340	1	231	1	352	0.002081189	369	0.005457901	-0.412785478	2.655928822	0.03580976	0.592760226	0.243527854	0	2	P	Gm26847,Timeless	CTCF_pos	NA	P	Stat2	CTCF_pos	NA	chr10-128230000-128240000-chr10-128280000-128290000
chr10	128370000	128380000	chr10	128460000	128470000	915	325	978.5	332	ND	LD	125	0.010036714	121	0.016694032	108	0.005235843	135	0.000158179	-0.057088054	1.255395247	0.829692272	0.943266281	1	0	2	P	Ankrd52,Gm26308	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr10-128370000-128380000-chr10-128460000-128470000
chr10	128770000	128780000	chr10	128890000	128900000	335.5	418	272.5	403	LD	ND	46	1	60	1	84	3.93638e-08	63	0.009103954	-0.577596952	0.344868815	0.08841131	0.78174212	0.431356602	0	2	P	Rpsa-ps2	CTCF_pos	NA	P	Gdf11	CTCF_pos	NA	chr10-128770000-128780000-chr10-128890000-128900000
chr11	3330000	3340000	chr11	3910000	3920000	1629.5	857	1681	623	LD	LD	28	1	26	0.160513636	40	8.49988e-05	40	0.002459534	-0.6500079	-0.538780247	0.144440018	0.78174212	0.570286475	0	2	P	Gm12592,Pik3ip1	CTCF_pos	NA	P	Slc35e4	CTCF_pos	NA	chr11-3330000-3340000-chr11-3910000-3920000
chr11	3510000	3520000	chr11	3640000	3650000	291	757.5	324.5	796	LD	ND	56	0.015735841	54	0.556121732	69	0.00085274	96	4.83935e-08	-0.653234735	0.44670835	0.047381031	0.684597169	0.305330027	0	2	P	Selenom	CTCF_pos	NA	P	Tug1,Gm27624,Gm27517,Gm27937,Gm27640,Morc2a	CTCF_pos	NA	chr11-3510000-3520000-chr11-3640000-3650000
chr11	4190000	4200000	chr11	4420000	4430000	666	733	503	606.5	LD	LD	43	0.038159152	44	0.025718373	73	0.001993224	86	2.37391e-05	-0.947100677	0.298708387	0.006170591	0.196216658	0.075825766	0	2	E		NA	Active_CTCF_pos	P	Hormad2	CTCF_pos	NA	chr11-4190000-4200000-chr11-4420000-4430000
chr11	4190000	4200000	chr11	4440000	4450000	666	353.5	503	235.5	LD	LD	25	1	23	1	50	0.009159221	56	0.003372554	-1.218410698	-0.345450974	0.003885978	0.139697628	0.058490512	0	2	E		NA	Active_CTCF_pos	P	Hormad2	CTCF_pos	NA	chr11-4190000-4200000-chr11-4440000-4450000
chr11	4230000	4240000	chr11	4250000	4260000	1492	217.5	1589	178.5	LD	LD	691	1	566	1	587	9.98651e-09	666	0	-0.071503606	3.601102224	0.658971556	0.847775674	0.969462826	0	2	P	Gm11956,Osm	CTCF_pos	NA	P	Lif	CTCF_pos	NA	chr11-4230000-4240000-chr11-4250000-4260000
chr11	4250000	4260000	chr11	4420000	4430000	217.5	733	178.5	606.5	LD	LD	137	1	120	0.247530045	241	0	216	0	-0.920191062	1.816931031	0.000102657	0.00782396	0.003410098	0	2	P	Lif	CTCF_pos	NA	P	Hormad2	CTCF_pos	NA	chr11-4250000-4260000-chr11-4420000-4430000
chr11	4250000	4260000	chr11	4440000	4450000	217.5	353.5	178.5	235.5	LD	LD	0	1	74	1	107	0	111	0	-1.679624219	0.540933208	3.4334e-07	5.71291e-05	2.48648e-05	0	2	P	Lif	CTCF_pos	NA	P	Hormad2	CTCF_pos	NA	chr11-4250000-4260000-chr11-4440000-4450000
chr11	4250000	4260000	chr11	4590000	4600000	217.5	1622	178.5	1662	LD	LD	46	1	39	1	45	0.000630656	56	8.85522e-05	-0.32068888	-0.097405369	0.404146442	0.78174212	0.890090148	0	2	P	Lif	CTCF_pos	NA	P	Mtmr3	CTCF_pos	NA	chr11-4250000-4260000-chr11-4590000-4600000
chr11	4250000	4260000	chr11	4840000	4850000	217.5	791	178.5	827	LD	LD	36	1	43	0.162577997	23	0.003504396	28	0.000395236	0.548315467	-0.601772779	0.227938057	0.78174212	0.72658706	0	2	P	Lif	CTCF_pos	NA	P	Nf2	CTCF_pos	NA	chr11-4250000-4260000-chr11-4840000-4850000
chr11	4440000	4450000	chr11	4840000	4850000	353.5	791	235.5	827	LD	LD	26	1	25	0.300894714	35	0.007186471	49	1.83512e-05	-0.786485892	-0.537228927	0.077907202	0.78174212	0.404498634	0	2	P	Hormad2	CTCF_pos	NA	P	Nf2	CTCF_pos	NA	chr11-4440000-4450000-chr11-4840000-4850000
chr11	5140000	5150000	chr11	5260000	5270000	566.5	474	364.5	314	LD	LD	33	1	24	1	73	0.001491049	70	0.000453649	-1.406375186	0.024509594	0.000212817	0.01426597	0.006208362	0	2	E		NA	Active_CTCF_neg	P	Kremen1	CTCF_pos	NA	chr11-5140000-5150000-chr11-5260000-5270000
chr11	5150000	5160000	chr11	5430000	5440000	1312.5	712	620	375	LD	LD	40	0.120840253	19	1	131	0	95	1.40489e-10	-2.023709821	0.53861206	1.52797e-09	4.32265e-07	1.88099e-07	0	2	P	Emid1	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr11-5150000-5160000-chr11-5430000-5440000
chr11	5150000	5160000	chr11	5480000	5490000	1312.5	552.5	620	425	LD	LD	43	0.040447124	28	0.260796516	115	8.15425e-12	103	4.15682e-11	-1.699873739	0.545418759	2.5321e-07	4.37605e-05	1.90539e-05	0	2	P	Emid1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr11-5150000-5160000-chr11-5480000-5490000
chr11	5150000	5160000	chr11	5490000	5500000	1312.5	733	620	328.5	LD	LD	30	0.150034863	18	1	122	1e-17	84	8.05639e-07	-2.19320579	0.379631796	5.5989e-10	1.7327e-07	7.54046e-08	0	2	P	Emid1	CTCF_pos	NA	P	Gm11962,Gm11963	CTCF_pos	NA	chr11-5150000-5160000-chr11-5490000-5500000
chr11	5150000	5160000	chr11	5500000	5510000	1312.5	1207	620	636.5	LD	LD	31	0.74739319	20	1	200	0	120	1.933e-14	-2.749682471	0.923815209	0	9.5e-16	4.1e-16	0	2	P	Emid1	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr11-5150000-5160000-chr11-5500000-5510000
chr11	5150000	5160000	chr11	5510000	5520000	1312.5	1295	620	682	LD	LD	32	1	20	1	204	0	132	1e-17	-2.787912469	0.984437751	0	1.1e-16	5e-17	0	2	P	Emid1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr11-5150000-5160000-chr11-5510000-5520000
chr11	5170000	5180000	chr11	5430000	5440000	1860	712	1416	375	LD	LD	53	0.062694531	35	0.364791903	90	1.70647e-05	71	0.005856384	-0.960577729	0.332265619	0.005070475	0.168820707	0.066548941	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr11-5170000-5180000-chr11-5430000-5440000
chr11	5170000	5180000	chr11	5490000	5500000	1860	733	1416	328.5	LD	LD	35	0.466899215	36	0.037264129	112	3.685e-14	76	0.000478423	-1.50907261	0.397121314	1.00844e-05	0.001094012	0.000477807	0	2	E		NA	Active_CTCF_pos	P	Gm11962,Gm11963	CTCF_pos	NA	chr11-5170000-5180000-chr11-5490000-5500000
chr11	5480000	5490000	chr11	5540000	5550000	552.5	679.5	425	686.5	LD	LD	103	0.038423604	97	0.034909036	193	1.74e-07	187	3.27024e-07	-1.012879121	1.518581977	6.38202e-05	0.005253119	0.002287727	0	2	E		NA	Active_CTCF_pos	P	Ccdc117	CTCF_pos	NA	chr11-5480000-5490000-chr11-5540000-5550000
chr11	5760000	5770000	chr11	6260000	6270000	636	717	738.5	766	LD	LD	19	1	21	0.813625246	28	0.005991538	32	0.003614623	-0.663735848	-0.939065839	0.195189479	0.78174212	0.661937073	0	2	P	Urgcp,Ube2d-ps	CTCF_pos	NA	P	Ddx56	CTCF_pos	NA	chr11-5760000-5770000-chr11-6260000-6270000
chr11	6000000	6010000	chr11	6160000	6170000	613	336	597	328	LD	LD	35	0.641608738	22	1	56	0.005422106	57	2.23646e-06	-1.061455399	-0.205348676	0.008300092	0.240558713	0.094921432	0	2	P	Camk2b	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr11-6000000-6010000-chr11-6160000-6170000
chr11	6020000	6030000	chr11	6150000	6160000	384	747.5	355.5	669	LD	LD	35	0.027855009	29	1	80	2.80423e-06	53	0.002521653	-1.156196254	0.012234106	0.0022361	0.091646446	0.039884228	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr11-6020000-6030000-chr11-6150000-6160000
chr11	6410000	6420000	chr11	6550000	6560000	1757.5	582.5	2086.5	698.5	LD	ND	227	0.030908806	158	1	173	5.49814e-05	208	2.037e-05	-0.054543257	1.899148016	0.813015618	0.929992562	1	0	2	P	Ppia	CTCF_pos	NA	P	Gm11975	CTCF_pos	NA	chr11-6410000-6420000-chr11-6550000-6560000
chr11	6440000	6450000	chr11	6520000	6530000	1190	1861.5	1288	2277.5	LD	LD	285	0.137756257	218	1	234	0.004992475	305	4.99079e-05	-0.166899555	2.337220316	0.426777132	0.78174212	0.899589075	0	2	P	H2afv,Gm11970	CTCF_pos	NA	P	Myo1g,Snhg15,Snora9	CTCF_pos	NA	chr11-6440000-6450000-chr11-6520000-6530000
