chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr15	77220000	77230000	chr15	77330000	77340000	238	473	495.5	873	ND	ND	18	0.477697997193402	15	0.994929231029963	107	2.11e-14	71	2.680647934763e-05	-2.53039655058032	1.5801642931424	8.294e-14	7.815012e-11	3.511763e-11	0	2	S				S				3.75481510162354	6.05050134658814	3.09091258049011	15.6954126358032	19.2602310180664
chr15	77220000	77230000	chr15	77340000	77350000	238	379	495.5	599	ND	ND	20	0.602238265070856	22	0.994929231029963	100	3.260556e-11	55	0.0171051134715335	-1.9969876799538	1.48166643053776	5.55093734e-09	2.26485901091e-06	9.5497815767e-07	0	1	S				E			Active_CTCF_pos	5.07227563858032	3.96958613395691	4.98330545425415	9.73299026489258	16.4359855651855
chr15	77220000	77230000	chr15	77350000	77360000	238	326	495.5	441.5	ND	LD	24	0.406125453091457	26	0.220061867532464	114	0	66	3.2650448059e-07	-1.96062702622127	1.6961007395969	5.480344e-10	2.7420411677e-07	1.2492642359e-07	0	2	S				S				6.41844749450684	7.47789335250855	10.3402423858643	11.2922859191895	22.3689212799072
chr15	77220000	77230000	chr15	77360000	77370000	238	736	495.5	906	ND	ND	43	0.00150749002842832	44	0.00191697026312202	109	1.5e-16	74	1.12166740544e-06	-1.18244288244879	1.90666205800936	3.942085841457e-05	0.00533582652248097	0.00240114451836201	2	2	S				P	Gm49436	CTCF_pos		11.8231525421143	9.14533042907715	7.42343282699585	16.7822799682617	24.1378898620606
chr15	77230000	77240000	chr15	77330000	77340000	55.5	473	96	873	LD	ND	0	1	0	1	61	2.43879e-12	32	0.0144412343185745	-8.61438921731721	0.478375646339128	0	0	0	0	1	S				S				1.59924972057343	2.73753237724304	4.1524076461792	2.8960440158844	8.01477718353272
chr15	77230000	77240000	chr15	77340000	77350000	55.5	379	96	599	LD	ND	0	1	0	1	39	0.00251954267100152	24	0.308298764532735	-8.04964835158099	-0.0383375188682341	3.624e-14	3.595571e-11	1.57007e-11	0	1	S				E			Active_CTCF_pos	2.73077464103699	3.75548362731934	1.13875722885132	5.95343255996704	7.41875600814819
chr15	77230000	77240000	chr15	77350000	77360000	55.5	326	96	441.5	LD	LD	0	1	0	1	46	1.568399215e-08	28	0.0082828780472866	-8.28145532554973	0.171651228239072	6e-17	9.577e-14	4.367e-14	0	2	S				S				3.98535943031311	3.74905371665955	2.74940991401672	3.62601590156555	8.06580829620361
chr15	77230000	77240000	chr15	77360000	77370000	55.5	736	96	906	LD	ND	0	1	0	1	50	1.2082969148e-07	31	0.0196378877664739	-8.41102600705772	0.290394669234957	0	1.86e-15	8.3e-16	0	1	S				P	Gm49436	CTCF_pos		6.67518520355225	5.84210443496704	4.7166018486023	8.06591892242432	9.40143013000488
chr15	77260000	77270000	chr15	77340000	77350000	78.5	379	109.5	599	LD	ND	0	1	16	0.994929231029963	57	0.00512809931705391	30	0.99548443157754	-2.58149457167552	0.592690496159873	1.8120359534e-07	5.147935751307e-05	2.312917341407e-05	0	1	S				E			Active_CTCF_pos	2.74562287330627	4.04850578308105	3.88471698760986	6.2810115814209	7.88172721862793
chr15	77270000	77280000	chr15	77340000	77350000	144.5	379	232	599	ND	ND	14	1	27	0.994929231029963	78	0.00223905418946631	45	0.789272399734902	-1.71020270079395	1.21927367377727	4.69011211439e-06	0.00088652691277167	0.00038694155781086	0	1	S				E			Active_CTCF_pos	3.41579294204712	3.8429388999939	4.43556261062622	6.07038736343384	8.63947010040283
chr15	77290000	77300000	chr15	77340000	77350000	65.5	379	134	599	ND	ND	23	0.766083664987146	34	0.517968218720052	69	0.192558695154528	61	0.00821848929116189	-1.29926491283898	1.38766511608125	0.00016868517119356	0.017773295373259	0.00753082710823756	0	1	S				E			Active_CTCF_pos	3.77120637893677	3.66790270805359	3.77343082427979	5.98704242706299	8.6448564529419
chr15	77310000	77320000	chr15	77330000	77340000	55.5	473	81	873	ND	ND	0	1	0	1	89	0.38823276280774	94	0.00208614474176756	-9.56930655282721	1.3836268240236	0	0	0	0	1	S				S				1.84355044364929	2.24525141716003	3.02663779258728	5.73218631744385	5.81626749038696
chr15	77520000	77530000	chr15	77680000	77690000	382	582	555	635.5	LD	ND	38	0.00245749256748894	45	4.264058280646e-05	95	0	91	0	-1.26731681329072	1.89447775139712	1.189709020643e-05	0.00196472344795044	0.00085914360413007	2	2	S				S				12.4822082519531	6.84060525894165	12.9151849746704	25.3909759521484	28.7716846466065
chr15	77800000	77810000	chr15	77820000	77830000	166.5	84.5	207.5	131	LD	ND	0	1	0	1	32	0.808278728068788	44	0.00474491254376738	-8.29654862009801	0.186208832648695	4e-17	6.045e-14	2.541e-14	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	1.11248731613159	1.32412254810333	2.97702097892761	1.8705028295517	2.6131055355072
chr15	77810000	77820000	chr15	77920000	77930000	71	464.5	155	555.5	HD	LD	0	1	0	1	36	1.852386773754e-05	17	0.99548443157754	-7.80791737418335	-0.253985294305592	7.59782e-12	5.27347363e-09	2.40164646e-09	0	1	P	Myh9	CTCF_pos		P	Txn2	CTCF_pos		4.55129098892212	7.51096725463867	8.1339807510376	6.3142466545105	4.42271995544434
chr15	77820000	77830000	chr15	77910000	77920000	84.5	499.5	131	581	ND	LD	0	1	0	1	37	0.00472140824661516	34	0.0341663941465105	-8.21032913597352	0.107295397222485	5.3e-16	6.7381e-13	2.8409e-13	0	1	E			Active_CTCF_pos	P	Txn2	CTCF_pos		7.33328485488892	7.10743951797485	10.5285120010376	10.1115036010742	7.68827342987061
chr15	77820000	77830000	chr15	77920000	77930000	84.5	464.5	131	555.5	ND	LD	0	1	0	1	35	0.00402943445006335	34	0.00990695905934653	-8.16763654476797	0.0686348621758464	1.74e-15	2.06746e-12	9.2911e-13	0	2	E			Active_CTCF_pos	P	Txn2	CTCF_pos		5.75729894638062	8.21259689331055	9.38136577606201	9.71026515960693	8.28193664550781
chr15	78180000	78190000	chr15	78370000	78380000	254	62.5	290.5	80	LD	LD	0	1	0	1	22	0.00994604631910101	18	0.0608281792926472	-7.38929249576202	-0.615389477888137	7.54095282e-09	2.97915021438e-06	1.25567320048e-06	0	1	S				S				7.14678239822388	5.9884147644043	5.94018173217773	5.8466739654541	7.21287965774536
chr15	78230000	78240000	chr15	78370000	78380000	658	62.5	709.5	80	LD	LD	0	1	0	1	33	0.00793379125297105	22	0.368266269101197	-7.85223176160576	-0.214360083043677	3.05881e-12	2.26052156e-09	9.8747689e-10	0	1	S				S				11.4154577255249	5.43776369094849	4.18757724761963	5.94815015792847	7.06895351409912
chr15	78250000	78260000	chr15	78370000	78380000	400.5	62.5	484.5	80	LD	LD	0	1	0	1	48	2.855933494169e-05	40	0.00056751997609433	-8.5219705899743	0.392961731419934	0	4e-17	1e-17	0	2	P	Ncf4	CTCF_pos		S				8.33302402496338	5.73384666442871	6.52984857559204	9.92383289337158	10.9573240280151
chr15	79150000	79160000	chr15	79460000	79470000	56	492.5	65.5	579	LD	ND	0	1	0	1	20	0.0032290321785265	13	0.686860566856667	-7.11951713100852	-0.840932543999236	1.9143237917e-07	5.417827841962e-05	2.43057878925e-05	0	1	P	Polr2f	CTCF_pos		S				8.89930152893066	6.000572681427	4.69884443283081	13.2372636795044	9.74264430999756
chr15	79150000	79160000	chr15	79650000	79660000	56	1183.5	65.5	1354.5	LD	LD	0	1	0	1	24	4.113949901e-08	22	8.41468875714e-06	-7.58672373120317	-0.446197138425145	4.1577967e-10	2.1301060912e-07	9.560949471e-08	0	2	P	Polr2f	CTCF_pos		P	Fam227a,Cby1	CTCF_pos		21.7630310058594	25.3670272827148	10.9583702087402	21.8545532226563	24.6904582977295
chr15	79920000	79930000	chr15	80060000	80070000	197	572	210.5	865.5	ND	LD	52	0.00880015928428452	29	0.994929231029963	86	4.1305906951e-07	85	1.828586e-11	-1.16056344374224	1.80760201366684	9.103047176087e-05	0.0106786684465896	0.00485249082735902	1	2	E			Active_CTCF_pos	S				11.0077629089355	8.89815902709961	12.7530765533447	19.1190528869629	23.7930641174316
chr15	79930000	79940000	chr15	80060000	80070000	218.5	572	320.5	865.5	ND	LD	66	1.4503857224e-07	36	0.48411165764454	163	0	125	0	-1.58709759057408	2.43312139560106	1.3539495e-10	7.618303148e-08	3.328109941e-08	1	2	P	Cbx7	CTCF_pos		S				13.0936326980591	8.87999820709229	19.2292232513428	21.1730365753174	35.17431640625
chr15	79930000	79940000	chr15	80070000	80080000	218.5	412.5	320.5	430.5	ND	ND	30	0.0707311778756904	25	0.586673092448749	66	3.04703901e-09	51	1.2206135314e-07	-1.18806002936729	1.2779693881858	0.00093287544478489	0.0687536813984284	0.0308256274702067	0	2	P	Cbx7	CTCF_pos		P	Snord83b	CTCF_pos		7.47440671920776	3.21322417259216	8.94618797302246	7.86005544662476	14.6551475524902
chr15	79940000	79950000	chr15	80010000	80020000	988.5	132	1262	320.5	LD	ND	83	0.00357690255485069	51	0.994929231029963	158	1.692368438594e-05	145	3.47875e-12	-1.26463947336396	2.58569971576959	5.957613326e-08	1.91494714076e-05	8.06187768969e-06	1	2	S				P	Pdgfb,Gm41361	CTCF_pos		11.1638116836548	6.45613718032837	11.951376914978	21.2463569641113	24.2529716491699
chr15	79940000	79950000	chr15	80030000	80040000	988.5	207	1262	269.5	LD	ND	60	0.144047969009269	51	0.578533683477629	142	1.1362e-13	104	4.34268e-12	-1.25102946221056	2.30118660813897	9.1460220875e-07	0.00021196050920925	9.262821837246e-05	0	2	S				S				10.999927520752	7.10743951797485	9.66315460205078	10.2720031738281	23.5608367919922
chr15	79940000	79950000	chr15	80040000	80050000	988.5	105	1262	185	LD	ND	94	2.11130921703e-06	74	0.00398063954862809	197	0	155	0	-1.16636332199871	2.83232072686457	6.230016872e-08	1.987583308301e-05	8.71268390662e-06	2	2	S				E			Active_CTCF_pos	17.9115962982178	13.4921236038208	17.071008682251	25.5533294677734	35.7993392944336
chr15	79940000	79950000	chr15	80050000	80060000	988.5	116	1262	206	LD	LD	118	0	69	4.25074131897e-05	222	0	172	0	-1.16679168605598	2.99322063072772	1.260403731e-08	4.75275620707e-06	2.13595819465e-06	2	2	S				E			Active_CTCF_pos	21.2772846221924	13.7701063156128	19.1961936950684	29.0455341339111	42.3725090026856
chr15	79940000	79950000	chr15	80060000	80070000	988.5	572	1262	865.5	LD	LD	363	0	247	0	873	0	568	8.49663412185261e-213	-1.34165263840659	4.80439089716129	0	0	0	2	2	S				S				73.6687698364258	55.3536758422852	94.1672897338867	127.673927307129	164.05549621582
chr15	79940000	79950000	chr15	80070000	80080000	988.5	412.5	1262	430.5	LD	ND	183	0	154	0	410	2.26706630338541e-154	280	0	-1.1398385704492	3.80573350371534	8.3131e-13	6.7392467e-10	2.834366e-10	2	2	S				P	Snord83b	CTCF_pos		43.2603340148926	27.8084163665772	38.095630645752	62.1075744628906	83.6403121948242
chr15	79950000	79960000	chr15	80010000	80020000	283	132	374	320.5	ND	ND	31	0.403154418823971	21	0.994929231029963	97	7.628084026e-08	50	0.0455808008606128	-1.60379125738597	1.4951285797493	1.7367780075e-06	0.00037687131796084	0.00016439536528001	0	1	E			Active_CTCF_pos	P	Pdgfb,Gm41361	CTCF_pos		3.90099906921387	1.94194054603577	4.02044296264648	7.05989789962769	9.38635540008545
chr15	79950000	79960000	chr15	80040000	80050000	283	105	374	185	ND	ND	31	0.211802320245483	25	0.796393828064954	79	6.23707633e-09	66	1.05362836e-09	-1.46821153080164	1.49626147689217	1.07088956573e-05	0.0017972029357766	0.00078377830486087	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	5.54951286315918	3.46259880065918	6.05749988555908	9.30900287628174	13.6404848098755
chr15	79950000	79960000	chr15	80060000	80070000	283	572	374	865.5	ND	LD	146	0	75	2.2600639757e-07	366	7.39068366520626e-139	257	0	-1.58640307326414	3.53458767881639	0	2.8e-16	1.2e-16	2	2	E			Active_CTCF_pos	S				25.1458835601807	12.9355545043945	39.368465423584	36.6226310729981	66.9114685058594
chr15	79950000	79960000	chr15	80070000	80080000	283	412.5	374	430.5	ND	ND	49	6.747773408017e-05	44	0.00266094329368073	102	1e-16	71	2.239693e-11	-1.00119757690973	1.88365887857038	0.00051738236252762	0.0437574904199348	0.0197660821504436	2	2	E			Active_CTCF_pos	P	Snord83b	CTCF_pos		11.2314672470093	5.73384666442871	12.2005071640015	14.3132209777832	19.0231323242188
chr15	79960000	79970000	chr15	80060000	80070000	85	572	116	865.5	ND	LD	76	6.0607011e-10	64	5.3138254069e-07	142	0	126	0	-1.03416293849686	2.48309382238831	1.570121587834e-05	0.00248257735322542	0.00111561287054956	2	2	S				S				14.9263305664063	8.99474906921387	20.3006591796875	26.4051074981689	26.5823440551758
chr15	80010000	80020000	chr15	80060000	80070000	132	572	320.5	865.5	ND	LD	73	0.0389749011204536	41	0.994929231029963	210	0	148	3.9614e-12	-1.74386727104699	2.70717413288402	2.109e-14	2.161871e-11	9.71525e-12	0	2	P	Pdgfb,Gm41361	CTCF_pos		S				7.60857391357422	5.01280069351196	12.3133010864258	22.1407604217529	22.4433765411377
chr15	80700000	80710000	chr15	80880000	80890000	849	72	923	82	ND	LD	0	1	24	0.00958792823851867	46	3.12159e-12	39	3.848224039e-08	-1.96277174854997	0.649459444162153	2.713238607648e-05	0.00391281198792165	0.00166818414784516	1	2	E			Active_CTCF_pos	P	Tnrc6b	CTCF_pos		9.28468322753906	16.5724639892578	10.9064960479736	10.1999416351318	13.2794466018677
chr15	80700000	80710000	chr15	80920000	80930000	849	104.5	923	113.5	ND	LD	0	1	34	4.72007124967e-06	46	4.9253e-13	39	7.60867507e-09	-1.4685247685825	0.758837433782875	0.00083303121165388	0.062531901769928	0.0283710933793913	1	2	E			Active_CTCF_pos	P	Tnrc6b	CTCF_pos		13.2786016464233	15.3957958221436	14.8686199188232	17.7340641021729	18.3817749023438
chr15	81000000	81010000	chr15	81270000	81280000	420	113	382.5	116	ND	LD	0	1	0	1	6	0.996070564002786	17	0.00787536341709378	-6.56659110718172	-1.27410749182481	2.153334151321e-05	0.0032096635889613	0.00144218536697539	0	1	P	Sgsm3,Gm31462	CTCF_pos		E			Active_CTCF_pos	4.57610893249512	5.66103553771973	7.32173776626587	5.43152046203613	6.42911243438721
chr15	81070000	81080000	chr15	81270000	81280000	582.5	113	535	116	LD	LD	0	1	0	1	40	1.2412663754e-07	43	2.313841789e-08	-8.43037944103194	0.308651762653477	0	9.7e-16	4.3e-16	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	15.070294380188	19.7403812408447	16.4789733886719	18.311056137085	15.7861166000366
chr15	81230000	81240000	chr15	81270000	81280000	364	113	320.5	116	LD	LD	0	1	0	1	61	0.00012391101117202	56	0.00737589235353466	-8.92918510423168	0.773429205071442	0	0	0	0	2	P	Mchr1	CTCF_pos		E			Active_CTCF_pos	4.61220645904541	6.65184116363525	4.0988883972168	4.62184000015259	6.56913328170776
chr15	81230000	81240000	chr15	81280000	81290000	364	236	320.5	331.5	LD	LD	41	0.00946430774635939	84	6.721719639e-08	119	0	120	0	-1.05259758944365	2.3107309715519	3.099453741804e-05	0.00437560816493021	0.00198795575504381	2	2	P	Mchr1	CTCF_pos		E			Active_CTCF_pos	8.27018928527832	10.2701282501221	10.2279834747314	10.0537128448486	14.7128801345825
chr15	81480000	81490000	chr15	81800000	81810000	293	67	323.5	87.5	LD	LD	0	1	0	1	10	0.238958001284019	15	0.00632453632530709	-6.70017289255006	-1.17341303772321	8.27183725524e-06	0.001437135065071	0.00060716177892806	0	1	P	Gm49406	CTCF_pos		P	Gm17597,Tef	CTCF_pos		0.863912343978882	1.55523192882538	3.34617376327515	1.71031022071838	7.76505422592163
chr15	82250000	82260000	chr15	82930000	82940000	961.5	50.5	1006.5	99.5	LD	HD	0	1	0	1	12	0.00053381780591748	11	0.00584472835400496	-6.59385756581348	-1.25602445670733	1.823881584795e-05	0.00281922690878285	0.00126091183976601	0	2	P	1500009C09Rik	CTCF_pos		E			Active_CTCF_pos	15.2603588104248	9.2451639175415	11.8490266799927	22.168399810791	19.1624279022217
chr15	82930000	82940000	chr15	83040000	83050000	50.5	275	99.5	277	HD	ND	0	1	0	1	24	0.00865283088282304	25	0.0104272354705941	-7.67382385303584	-0.370390022240934	9.286475e-11	5.367996681e-08	2.414423771e-08	0	1	E			Active_CTCF_pos	S				2.38942766189575	3.75548362731934	3.57895135879517	3.06691980361939	5.56406688690186
chr15	82930000	82940000	chr15	83080000	83090000	50.5	521	99.5	651.5	HD	LD	0	1	0	1	21	0.317188335767838	30	0.00869027049069451	-7.72239103836671	-0.327480498348975	3.803287e-11	2.346398567e-08	1.025677132e-08	0	1	E			Active_CTCF_pos	P	Serhl	CTCF_pos		4.01152181625366	2.60306668281555	6.16809844970703	7.79072952270508	8.02047348022461
chr15	83200000	83210000	chr15	83310000	83320000	368.5	254.5	438.5	292	ND	LD	33	0.111853329220608	15	0.999782766359008	57	2.05593989167e-06	47	0.00102988769706183	-1.19777014172377	1.11146604247317	0.00173516813291996	0.109326144918007	0.0460019060123968	0	2	S				E			Active_CTCF_pos	5.46154928207398	6.05050134658814	5.69378662109375	10.4636087417603	10.4147920608521
chr15	84170000	84180000	chr15	84620000	84630000	81	309	103.5	344	LD	ND	7	0.736517074717798	14	0.00971041379020344	34	0	33	4.03e-15	-1.77703911824021	0.365870355429278	0.00064599461186843	0.0520096764670223	0.0219380499746729	1	2	S				S				8.89412689208984	15.278299331665	20.3898830413818	30.5550575256348	29.0472602844238
chr15	84260000	84270000	chr15	84460000	84470000	393	84.5	447.5	111.5	LD	ND	0	1	0	1	24	0.0112126116999542	38	5.450137794e-08	-8.00000326170293	-0.0816868784747475	1.1496e-13	1.0625758e-10	4.640649e-11	0	1	S				E			Active_CTCF_pos	12.7098865509033	11.8442287445068	9.34628391265869	8.60064697265625	11.5450706481934
chr15	84280000	84290000	chr15	84460000	84470000	428.5	84.5	528	111.5	LD	ND	0	1	0	1	33	1.99448939548e-06	23	0.0183476865853564	-7.87691675592574	-0.192425590513594	1.82354e-12	1.39932455e-09	6.2963486e-10	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	8.12409782409668	11.450065612793	7.04377889633179	8.92494869232178	8.35319995880127
chr15	84460000	84470000	chr15	84600000	84610000	84.5	262	111.5	265.5	ND	ND	0	1	0	1	24	0.00564540831250448	18	0.301542019946416	-7.4616879769504	-0.553977851382098	2.75664043e-09	1.19296477081e-06	5.3670710943e-07	0	1	E			Active_CTCF_pos	S				5.57183027267456	2.47171092033386	3.42619967460632	5.09841442108154	5.17240524291992
chr15	84460000	84470000	chr15	84610000	84620000	84.5	816.5	111.5	924	ND	ND	0	1	0	1	88	0	66	4.2243361e-10	-9.33096731986303	1.15491908583848	0	0	0	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	22.2066383361816	12.7550277709961	8.15780735015869	19.8107128143311	21.5094509124756
chr15	84980000	84990000	chr15	85040000	85050000	118	378.5	171	437.5	LD	ND	0	1	20	0.994929231029963	42	0.00960156298852441	39	0.00828758925087488	-2.14879117820351	0.548076061534086	1.231492827558e-05	0.00202213232176458	0.00088293054068674	0	2	P	5031439G07Rik	CTCF_pos		P	Fam118a	CTCF_pos		3.37586450576782	6.519371509552	3.90876388549805	4.53850555419922	6.00726699829102
chr15	84980000	84990000	chr15	85070000	85080000	118	408.5	171	497.5	LD	LD	0	1	17	0.994929231029963	43	0.00037490515412175	36	0.00645722919480785	-2.34509747875517	0.485232613212354	4.24862799053e-06	0.00081000744179321	0.00034188417120171	0	2	P	5031439G07Rik	CTCF_pos		S				4.55852842330933	5.10277700424194	6.05749988555908	3.53100109100342	7.93628215789795
chr15	85230000	85240000	chr15	85520000	85530000	382	52.5	439	87	LD	LD	0	1	0	1	17	0.00435239124523507	22	0.00046344979841229	-7.34031150469584	-0.655864467203986	1.42795135e-08	5.28208537392e-06	2.23899961084e-06	0	2	S				S				5.19567203521729	5.16943311691284	3.39439678192139	6.59673547744751	10.1095266342163
chr15	87190000	87200000	chr15	87540000	87550000	87	30.5	102	181.5	ND	HD	0	1	0	1	9	0.0330591598864834	10	0.00443393034874843	-6.31639096431775	-1.46105949124125	0.00010329872272238	0.0118461591039698	0.00538439653640327	0	1	S				P	Tafa5	CTCF_pos		1.89326012134552	2.28554487228394	2.43341159820557	0.466982632875443	6.01887178421021
chr15	87320000	87330000	chr15	87540000	87550000	65.5	30.5	98	181.5	LD	HD	0	1	0	1	8	0.107872780470755	11	0.00049415916768035	-6.31107947971291	-1.46437571554087	0.00010611084170153	0.0121239151763431	0.00550774759181789	0	1	S				P	Tafa5	CTCF_pos		0.792752325534821	0.716083526611328	NA	0.601154685020447	4.1423716545105
chr15	87360000	87370000	chr15	87530000	87540000	192	45.5	406	53	ND	ND	7	0.996957082292494	0	1	66	0	43	0	-3.999369762671	0.76834474685509	7.26e-15	7.98224e-12	3.35309e-12	0	2	S				S				1.42380177974701	0.573212444782257	0.217474967241287	3.41495561599731	15.4266805648804
chr15	87360000	87370000	chr15	87540000	87550000	192	30.5	406	181.5	ND	HD	0	1	0	1	93	0	55	0	-9.28050049306596	1.10665435001359	0	0	0	0	2	S				P	Tafa5	CTCF_pos		0.828989565372467	1.80790507793427	NA	3.05998229980469	24.4170475006104
chr15	87360000	87370000	chr15	87620000	87630000	192	39	406	258	ND	HD	0	1	2	0.994929231029963	36	2.223e-14	16	0.00687448428970241	-4.66833878745052	-0.233907693779477	1.875273452e-08	6.77503650302e-06	2.96199153788e-06	0	2	S				P	Tafa5	CTCF_pos		1.85981154441834	0.419432938098907	0.305756330490112	4.19108438491821	11.1081113815308
chr15	87620000	87630000	chr15	88650000	88660000	39	272	258	397.5	HD	LD	0	1	1	0.994929231029963	8	0.00572132606562934	18	4.527253e-11	-4.47226103077418	-1.09750008229677	0.00012635734872573	0.0139993427453472	0.00634786905528917	0	2	P	Tafa5	CTCF_pos		S				7.73826122283936	7.02942752838135	13.281662940979	3.7770209312439	38.8899803161621
chr15	88820000	88830000	chr15	88890000	88900000	677.5	84.5	798	99.5	LD	ND	75	1.030624616e-08	0	1	139	0	114	0	-1.80455467914118	2.19856223166403	1.75646e-11	1.148001413e-08	5.22493346e-09	1	2	E			Active_CTCF_pos	P	Gm20621	CTCF_pos		11.8303079605103	6.30241966247559	6.89976406097412	9.51947116851807	21.1302700042725
chr15	88820000	88830000	chr15	89060000	89070000	677.5	66	798	67	LD	LD	0	1	34	4.936504891132e-05	45	4.301044e-11	42	2.61307762e-08	-1.4991746431537	0.780126507877846	0.00059276462411159	0.0481107463616689	0.0218909540931782	1	2	E			Active_CTCF_pos	P	Panx2	CTCF_pos		13.7481832504272	6.9993371963501	7.1494927406311	15.5721607208252	20.1395721435547
chr15	88820000	88830000	chr15	89410000	89420000	677.5	77	798	92.5	LD	LD	0	1	0	1	12	0.0016858021124144	14	0.00051228831527979	-6.76271486220251	-1.12544526742118	5.09098291033e-06	0.00094732680745112	0.00042546223105648	0	2	E			Active_CTCF_pos	P	Syce3	CTCF_pos		12.5982666015625	15.2384071350098	9.77298355102539	6.12833976745606	17.3323440551758
chr15	89180000	89190000	chr15	89210000	89220000	144	629	321.5	670	LD	ND	76	0.325481178649859	50	0.994929231029963	128	0.00374090171534741	114	0.00035594255320295	-1.03196916542668	2.33943531459649	3.774387539291e-05	0.00522360992466089	0.0021948603050409	0	2	P	Plxnb2,Dennd6b,Mir6958	CTCF_pos		P	Ppp6r2,Gm26798	CTCF_pos		5.67860651016235	5.45159339904785	4.49342489242554	7.07175064086914	10.3917284011841
chr15	89370000	89380000	chr15	89410000	89420000	831.5	77	1000.5	92.5	LD	LD	0	1	0	1	88	0.00713484726900466	78	0.0134026773220148	-9.43412185784008	1.25372597889441	0	0	0	0	1	P	Ncaph2,Sco2,Tymp,Odf3b	CTCF_pos		P	Syce3	CTCF_pos		7.81825304031372	11.8485918045044	5.29439735412598	5.70354700088501	8.71124172210693
chr15	89590000	89600000	chr15	90220000	90230000	57	314.5	85.5	343	ND	ND	0	1	0	1	11	6.939701807585e-05	10	0.00050263066375292	-6.46418337091075	-1.35338671221221	4.274131605726e-05	0.00570747056727445	0.00250281517789929	0	2	P	Rabl2	CTCF_pos		P	Alg10b,Mir7648	CTCF_pos		9.18301773071289	11.9062833786011	9.05756855010986	11.498966217041	16.1609497070313
chr15	91890000	91900000	chr15	92230000	92240000	46	296.5	44.5	374	LD	LD	0	1	0	1	13	0.00093618088037763	15	7.55409201312e-05	-6.86895886508133	-1.04189425755907	2.10425734903e-06	0.00044087465214583	0.00019284344772941	0	2	S				S				3.97920799255371	5.50874423980713	2.36522173881531	6.81998348236084	10.8039541244507
chr15	91950000	91960000	chr15	92230000	92240000	55	296.5	74	374	LD	LD	10	0.0175298571273839	1	0.995628190685569	21	1.26158057e-09	27	8.2e-15	-2.16246988235381	-0.146111798609527	0.00100975395700256	0.0724635257371749	0.0309910421086155	0	2	S				S				2.76054644584656	NA	5.58014822006226	2.25665783882141	12.0596199035645
chr15	91960000	91970000	chr15	92170000	92180000	187	54.5	365	85	ND	ND	0	1	0	1	33	1.2e-14	17	5.065367306185e-05	-7.72200052265156	-0.329401195119939	3.95347e-11	2.43710922e-08	1.108277849e-08	0	2	P	Gm18979	CTCF_pos		S				2.47191166877747	0.686395704746246	0.256257593631744	3.75330448150635	9.42493629455566
chr15	91960000	91970000	chr15	92230000	92240000	187	296.5	365	374	ND	LD	29	1.0765524452e-07	15	0.002786435315055	140	7.55624525815973e-113	102	0	-2.54700205623405	2.00594793116171	0	9.2e-15	4.13e-15	2	2	P	Gm18979	CTCF_pos		S				10.5973052978516	6.96742820739746	7.00340127944946	12.3114471435547	57.5405578613281
chr15	93580000	93590000	chr15	94550000	94560000	62	394	64	434.5	ND	LD	0	1	0	1	13	1.97208012124e-06	6	0.146117142660092	-6.33750912655545	-1.44782228503312	9.274404082813e-05	0.010855261688172	0.00487013787026929	0	1	S				S				7.11081504821777	12.9035081863403	4.56270980834961	15.6860198974609	23.3458232879639
chr15	96560000	96570000	chr15	96940000	96950000	96.5	438	167.5	413	LD	LD	0	1	1	1	15	1.99386645053e-06	4	0.99548443157754	-4.07426002139969	-1.3924751624464	0.00128056411036671	0.0871749529709562	0.0382527467568492	0	1	E			Active_CTCF_pos	S				3.11037564277649	5.62368106842041	6.2165994644165	8.18566703796387	4.29612827301025
chr15	97870000	97880000	chr15	97950000	97960000	110.5	482	196	552.5	LD	LD	37	0.0330412054004822	35	0.336642202031079	90	1e-17	74	2.5256574e-10	-1.28893609229146	1.71666547310892	2.556559858614e-05	0.00374169280680142	0.00164157413450927	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	6.5894947052002	7.92832374572754	5.89405345916748	14.057502746582	14.5069465637207
